,title,parental_rating,rating_count,rating_value,year,runtime,budget,wwgross,bechdel_test,female_face_ratio
tt0115857,Chain Reaction,PG-13,46081,5.7,1996,107,50000000,60209334,1,0.21746097022624436
tt0105793,Wayne's World,PG-13,136170,7.0,1992,94,20000000,183097323,1,0.2465549077027027
tt2404435,The Magnificent Seven,PG-13,173135,6.9,2016,132,90000000,162360636,0,0.3228148293267945
tt0109759,Exotica,R,16929,7.1,1994,103,NotAvailable,4221036,NotAvailable,0.2780629448467274
tt0814335,The Stepfather,PG-13,28790,5.6,2009,101,20000000,31198531,NotAvailable,0.383001432097174
tt1335975,47 Ronin,PG-13,139273,6.2,2013,128,175000000,151783839,2,0.3050869375995752
tt3385524,Stan & Ollie,PG,24102,7.2,2018,98,10000000,24420923,3,0.4009812142350401
tt0090863,The Color of Money,R,69510,7.0,1986,119,13800000,52293982,NotAvailable,0.2364783929682398
tt0114825,Vampire in Brooklyn,R,20381,4.6,1995,100,20000000,19751736,NotAvailable,0.2549683354581673
tt4901756,Pikovaya dama. Chyornyy obryad,TV-14,1208,5.4,2015,92,1000000,2332251,NotAvailable,0.4105804012248744
tt0377091,Mean Creek,R,29643,7.2,2004,90,500000,802948,0,0.2999701136658933
tt1517260,The Host,PG-13,107044,5.9,2013,125,40000000,63327201,3,0.40827905012013455
tt0371724,The Hitchhiker's Guide to the Galaxy,PG,179931,6.7,2005,109,50000000,104478416,1,0.3312166334128441
tt1226229,Get Him to the Greek,R,163323,6.4,2010,109,40000000,91261479,1,0.3410499378142568
tt2238032,Jue di tao wang,PG-13,17666,5.7,2016,107,32000000,136579287,NotAvailable,0.4251754907178124
tt0844708,The Last House on the Left,R,80948,6.5,2009,110,15000000,45992398,3,0.4441174150638298
tt4669986,Loving,PG-13,29024,7.0,2016,123,9000000,12957265,3,0.4145622830987292
tt1193138,Up in the Air,R,305112,7.4,2009,109,25000000,166842739,2,0.35592757675780085
tt1259571,The Twilight Saga: New Moon,PG-13,252985,4.7,2009,130,50000000,711020081,3,0.4203157932317073
tt3774114,Snowden,R,123883,7.3,2016,134,40000000,37279439,1,0.3874004787369902
tt0971209,A Perfect Getaway,R,64940,6.5,2009,98,14000000,22869853,3,0.3779051255873925
tt0101761,The Doors,R,79442,7.2,1991,140,38000000,34416893,NotAvailable,0.2563893573330619
tt5734576,The Possession of Hannah Grace,R,14885,5.2,2018,86,7700000,43016528,NotAvailable,0.4800569160667462
tt0472198,Notorious,R,38919,6.7,2009,122,20000000,44371751,NotAvailable,0.3490312790336134
tt1730768,The Zookeeper's Wife,PG-13,33657,7.0,2017,127,20000000,26127965,NotAvailable,0.5032023505460751
tt0335119,Girl with a Pearl Earring,PG-13,69122,6.9,2003,100,12000000,29882846,3,0.3950670973110721
tt0452681,The Santa Clause 3: The Escape Clause,G,30121,4.7,2006,97,12000000,110768122,NotAvailable,0.3873678372890834
tt0479884,Crank,R,225167,6.9,2006,88,12000000,42931041,0,0.25024401803591473
tt0110657,The Next Karate Kid,PG,23668,4.4,1994,107,12000000,15876353,NotAvailable,0.2858996747364747
tt0175880,Magnolia,R,274575,8.0,1999,188,37000000,48451803,1,0.2865591210775259
tt1279935,Date Night,PG-13,146706,6.3,2010,88,55000000,152263880,3,0.38567487997144667
tt0333766,Garden State,R,202626,7.4,2004,102,2500000,35825316,3,0.3457048713642214
tt0385017,In My Father's Den,R,7044,7.6,2004,127,4591257,1627788,NotAvailable,0.311138756176219
tt0162650,Shaft,R,70469,5.9,2000,99,46000000,107626125,NotAvailable,0.27625742308775736
tt2101441,Spring Breakers,R,129286,5.3,2012,94,5000000,31724284,3,0.3991543615268615
tt0421729,Big Momma's House 2,PG-13,38555,4.7,2006,99,40000000,138259062,NotAvailable,0.3928726173285568
tt0841046,Walk Hard: The Dewey Cox Story,R,63667,6.8,2007,96,35000000,20575243,NotAvailable,0.26250906796407186
tt0305669,Bringing Down the House,PG-13,33697,5.6,2003,105,33000000,164729679,NotAvailable,0.3838559441919806
tt2918436,The Lazarus Effect,PG-13,38797,5.2,2015,83,3300000,38356892,3,0.4948917176026744
tt0821640,Ghosts of Girlfriends Past,PG-13,79175,5.8,2009,100,37500000,102223269,NotAvailable,0.3723409042762431
tt1967614,The Comedian,R,6222,5.7,2016,120,15000000,1659002,NotAvailable,0.4766519199215042
tt0112851,Desperado,R,163296,7.2,1995,104,7000000,25405445,1,0.2339596324442675
tt1205489,Gran Torino,R,683409,8.1,2008,116,33000000,269958228,2,0.34270380948522405
tt0465602,Shoot 'Em Up,R,140897,6.7,2007,86,39000000,26012272,1,0.25889894154130705
tt2883434,Black or White,PG-13,10883,6.6,2014,121,9000000,21833967,NotAvailable,0.4384749751043643
tt0137494,Entrapment,PG-13,102112,6.3,1999,113,66000000,212404396,NotAvailable,0.33664838756625204
tt3864056,The Goldfinch,R,5415,6.3,2019,149,45000000,9832621,NotAvailable,0.4669818519490036
tt0202470,Rock Star,R,39365,6.3,2001,105,57000000,19334145,NotAvailable,0.3992713370212072
tt3731562,Kong: Skull Island,PG-13,248842,6.6,2017,118,185000000,566652812,1,0.3856589749673487
tt0110638,Nell,PG-13,26069,6.5,1994,112,31000000,106683817,NotAvailable,0.3102608274876847
tt0424136,Hard Candy,R,148739,7.1,2005,104,950000,7022209,3,0.306011424877193
tt0187738,Blade II,R,190511,6.7,2002,117,54000000,155010032,1,0.2709318768818593
tt0120889,What Dreams May Come,PG-13,97388,7.0,1998,113,85000000,55382927,1,0.28884390416455696
tt0100758,Teenage Mutant Ninja Turtles,PG,80083,6.8,1990,93,13500000,201965915,2,0.2758493767334669
tt1502712,Fantastic Four,PG-13,142982,4.3,2015,100,120000000,167882881,0,0.4105015456052825
tt0243133,The Man Who Wasn't There,R,98770,7.5,2001,116,20000000,18916623,NotAvailable,0.2505715604522996
tt0101846,F/X2,PG-13,8184,5.9,1991,108,16400000,21082165,NotAvailable,0.2640119543540268
tt0936501,Taken,PG-13,545467,7.8,2008,90,25000000,226830568,3,0.3398256856814701
tt0431308,P.S. I Love You,PG-13,193760,7.0,2007,126,30000000,156835339,3,0.4304177057122944
tt2692250,Night at the Museum: Secret of the Tomb,PG,96668,6.2,2014,98,127000000,363204635,1,0.3952863919928187
tt0243493,Le placard,R,15940,7.0,2001,84,NotAvailable,50104745,NotAvailable,0.2754503317777778
tt0111127,Serial Mom,R,25345,6.7,1994,95,13000000,7820688,3,0.3610872169616977
tt2034139,The Last Exorcism Part II,PG-13,15325,4.0,2013,88,5000000,25051865,3,0.42096671671189145
tt1559547,Beautiful Creatures,PG-13,81029,6.1,2013,124,60000000,60052138,3,0.3683142373381295
tt2582782,Hell or High Water,R,183601,7.6,2016,102,12000000,37879877,1,0.3754358113602392
tt0102729,Pure Luck,PG,6261,5.8,1991,96,17010000,24941969,NotAvailable,0.2463864992347697
tt2404311,The Family,R,104542,6.3,2013,111,30000000,78418811,3,0.3466245847433265
tt0434409,V for Vendetta,R,972339,8.2,2005,132,54000000,132511035,3,0.29888659232800296
tt0192614,The Skulls,PG-13,29914,5.6,2000,106,35000000,50802120,NotAvailable,0.2251195389773253
tt6170804,The Assassin's Code,TV-MA,859,5.0,2018,95,1850000,53940,NotAvailable,0.3628847716326531
tt1300851,The Boondock Saints II: All Saints Day,R,59432,6.3,2009,118,8000000,10629321,0,0.2826332684133258
tt0116259,Extreme Measures,R,16269,6.2,1996,118,38000000,17380126,NotAvailable,0.24616042323420076
tt0145660,Austin Powers: The Spy Who Shagged Me,PG-13,207404,6.6,1999,95,33000000,312016858,1,0.3099193369723656
tt6781982,Night School,PG-13,28061,5.6,2018,111,29000000,103105878,3,0.4274838437229087
tt0417397,9 rota,R,18921,7.1,2005,139,9500000,26146165,NotAvailable,0.2334338583925889
tt0093509,Matewan,PG-13,6724,7.9,1987,135,4000000,1680358,NotAvailable,0.20125040922928245
tt0140379,A Midsummer Night's Dream,PG-13,23550,6.4,1999,116,11000000,16071990,2,0.28682447897746965
tt5462326,Mom and Dad,R,17389,5.5,2017,86,7000000,165962,3,0.5624677063085106
tt0434139,The Last Kiss,R,40152,6.4,2006,104,20000000,15852401,NotAvailable,0.3424010307832493
tt0433035,Real Steel,PG-13,286709,7.1,2011,127,110000000,299268508,1,0.3254776677696335
tt0115798,The Cable Guy,PG-13,144235,6.1,1996,96,47000000,102825796,1,0.21552779278014733
tt0252444,Rabbit-Proof Fence,PG,26330,7.4,2002,94,6000000,16217411,3,0.35426024388235294
tt2217859,Louder Than Bombs,R,11038,6.6,2015,109,11000000,1160724,1,0.4473201481812999
tt1780798,Clown,R,20422,5.7,2014,100,1500000,4381603,3,0.5523906139015152
tt0097428,Ghostbusters II,PG,171935,6.6,1989,108,37000000,215394738,2,0.2603063571627648
tt1226271,The Damned United,R,38830,7.5,2009,98,10000000,4091378,NotAvailable,0.2512588403129932
tt2345737,The Rover,R,41745,6.4,2014,103,12000000,2295423,0,0.3204224213186813
tt3531824,Nerve,PG-13,106372,6.5,2016,96,19000000,85251425,3,0.5104060515823466
tt0493464,Wanted,R,346153,6.7,2008,110,75000000,341432090,1,0.3187013307979033
tt4019560,Exposed,R,12614,4.3,2016,102,6000000,269915,NotAvailable,0.4998722305812897
tt0104797,Malcolm X,PG-13,77430,7.7,1992,202,33000000,48169910,3,0.20945207837918414
tt0102494,My Own Private Idaho,R,46057,7.1,1991,104,2500000,6401336,1,0.25262963403996525
tt0112817,Dead Man,R,85413,7.6,1995,121,9000000,1037847,NotAvailable,0.2292456991251624
tt0113360,The Hunted,R,4488,6.0,1995,110,25000000,6609661,NotAvailable,0.2826462938884673
tt0298228,Whale Rider,PG-13,38010,7.5,2002,101,3500000,41062976,3,0.29513527035727305
tt0120831,Slums of Beverly Hills,R,11290,6.6,1998,91,5000000,5502773,3,0.35030387566168425
tt7798634,Ready or Not,R,30856,7.0,2019,95,6000000,57384179,3,0.40901604733333335
tt1633356,Shark Night 3D,PG-13,23691,4.0,2011,90,25000000,40136479,NotAvailable,0.3581599884808184
tt0758766,Music and Lyrics,PG-13,92900,6.5,2007,96,40000000,145896422,3,0.3856345280213386
tt0448115,Shazam!,PG-13,193263,7.1,2019,132,100000000,364571656,3,0.4567588462327947
tt0118715,The Big Lebowski,R,680411,8.1,1998,117,15000000,46735469,1,0.19584809711723253
tt0343660,50 First Dates,PG-13,309766,6.8,2004,99,75000000,196482882,2,0.32288995715835145
tt0816556,Lake Mungo,R,14981,6.2,2008,87,1226565,8128,1,0.4163285958372093
tt0134847,Pitch Black,R,216955,7.1,2000,109,23000000,53187659,3,0.2552944860708535
tt0118571,Air Force One,R,170563,6.5,1997,124,85000000,315156409,1,0.2258415524539877
tt0829150,Dracula Untold,PG-13,168204,6.3,2014,92,70000000,217124280,0,0.3551012990444655
tt2310332,The Hobbit: The Battle of the Five Armies,PG-13,447899,7.4,2014,144,250000000,956019788,1,0.37076173350534464
tt0315327,Bruce Almighty,PG-13,352835,6.7,2003,101,81000000,484592874,3,0.2865446090217716
tt2081194,Hansel & Gretel Get Baked,TV-MA,3263,4.3,2013,86,4500000,298688,3,0.4058123815328467
tt0419706,Doom,R,101493,5.2,2005,105,60000000,55987321,1,0.23040326310531056
tt0120689,The Green Mile,R,1052515,8.6,1999,189,60000000,286801374,1,0.20417305583583814
tt1462769,The Odd Life of Timothy Green,PG,43368,6.6,2012,105,25000000,56012642,3,0.392201828871409
tt4005402,Colonia,R,43485,7.1,2015,110,14000000,3621046,3,0.452073037434555
tt1837709,Winter's Tale,PG-13,49804,6.2,2014,118,60000000,30800231,3,0.3828578442296072
tt1448755,Killer Elite,R,119291,6.5,2011,116,70000000,56383756,0,0.2442915896318289
tt5085522,Hostile,TV-MA,2835,5.4,2017,83,1000000,385428,NotAvailable,0.49386027508300395
tt0329575,Seabiscuit,PG-13,63937,7.3,2003,140,87000000,148336445,NotAvailable,0.26629994380338984
tt0096219,Talk Radio,R,11845,7.3,1988,110,4000000,3468572,NotAvailable,0.23456939452261305
tt0316732,Taxi,PG-13,38482,4.5,2004,97,25000000,69372109,3,0.3805592873718412
tt0292506,The Recruit,PG-13,125452,6.6,2003,115,46000000,101191884,1,0.21074589112920736
tt0091557,The Mosquito Coast,PG,25158,6.6,1986,117,25000000,14302779,NotAvailable,0.23964497428966786
tt0114369,Se7en,R,1330209,8.6,1995,127,33000000,327311859,1,0.18313500402798236
tt2023587,Mama,PG-13,162289,6.2,2013,100,15000000,146428180,3,0.4104254332957292
tt0109635,Disclosure,R,43639,6.1,1994,128,55000000,214015089,NotAvailable,0.3085828248556291
tt0430770,The Women,PG-13,19575,5.0,2008,114,16000000,50007546,3,0.554211022084293
tt0284034,Demonlover,R,4492,5.9,2002,129,6246697,462976,3,0.39518578628852463
tt0370263,AVP: Alien vs. Predator,PG-13,176937,5.6,2004,101,60000000,172544654,3,0.3447119101233046
tt2581244,Life After Beth,R,18598,5.6,2014,89,2400000,274717,NotAvailable,0.4963968054734962
tt0337921,Cellular,PG-13,89237,6.5,2004,94,25000000,56051920,3,0.27210125877049185
tt3062074,Sharknado 2: The Second One,TV-14,17069,4.0,2014,95,1500000,114229,3,0.4804672518092106
tt1078912,Night at the Museum: Battle of the Smithsonian,PG,165071,6.0,2009,105,150000000,413106170,NotAvailable,0.3135286452142111
tt0918927,Doubt,PG-13,115706,7.5,2008,104,20000000,51018161,3,0.409975683047345
tt0402910,Chaos,R,49442,6.5,2005,106,12500000,7000248,NotAvailable,0.228443857376117
tt0183790,A Knight's Tale,PG-13,160807,6.9,2001,132,65000000,117487473,2,0.2893070509756098
tt0089421,King Solomon's Mines,PG-13,11748,5.3,1985,100,12500000,15057465,NotAvailable,0.2610399592281387
tt0112740,Crimson Tide,R,95415,7.3,1995,116,53000000,157387195,NotAvailable,0.1557286418741633
tt3361792,Tolkien,PG-13,18728,6.8,2019,112,20000000,7776413,2,0.3920715137742303
tt0427392,The Invasion,PG-13,72117,5.9,2007,99,80000000,40170558,NotAvailable,0.3940698239713863
tt4954522,Grave,R,52665,7.0,2016,99,3800378,3096815,3,0.5066416806306306
tt4972582,Split,PG-13,381930,7.3,2016,117,9000000,278454358,3,0.5225702768549546
tt0865297,The Black Balloon,PG-13,8313,7.3,2008,97,4380589,2136663,NotAvailable,0.3849952314436471
tt3187378,The Asian Connection,R,1367,3.3,2016,90,2000000,34735,NotAvailable,0.4010750077019651
tt4126568,Open Water 3: Cage Dive,R,3362,4.1,2017,80,470000,836413,NotAvailable,0.4303140923333333
tt1077368,Dark Shadows,PG-13,235187,6.2,2012,113,150000000,245527149,3,0.402605826135402
tt0104348,Glengarry Glen Ross,R,90320,7.7,1992,100,12500000,10725228,0,0.183010120625
tt3966404,Mustang,PG-13,31981,7.6,2015,97,1565980,5274664,3,0.5624463200264027
tt0113497,Jumanji,PG,279160,7.0,1995,104,65000000,262821940,3,0.3106439833304498
tt0482571,The Prestige,PG-13,1097338,8.5,2006,130,40000000,109676311,1,0.2498106771091564
tt1313092,Animal Kingdom,R,52380,7.3,2010,113,4510156,6795663,1,0.2935337699089727
tt1836944,The Baytown Outlaws,R,13195,6.4,2012,98,4000000,37470,NotAvailable,0.28316137557142856
tt6911608,Mamma Mia! Here We Go Again,PG-13,66461,6.7,2018,114,75000000,395044706,3,0.547426308246493
tt0317740,The Italian Job,PG-13,327449,7.0,2003,111,60000000,176070171,1,0.26010100532441804
tt2063781,Smashed,R,15846,6.8,2012,81,500000,499725,3,0.44168738858624457
tt1211837,Doctor Strange,PG-13,543239,7.5,2016,115,165000000,677718395,1,0.3905869570919067
tt1046173,G.I. Joe: The Rise of Cobra,PG-13,193216,5.8,2009,118,175000000,302469017,1,0.3116628046971201
tt1100089,Foxcatcher,R,127955,7.0,2014,134,24000000,19206513,1,0.33672850556962025
tt0118884,Contact,PG,240244,7.4,1997,150,90000000,171120329,3,0.3163870962168292
tt3976144,The Monster,R,14147,5.4,2016,91,2700000,74700,NotAvailable,0.5238859655684007
tt1727776,Scouts Guide to the Zombie Apocalypse,R,41724,6.3,2015,93,15000000,16137046,1,0.4725045052857143
tt3450650,Paul Blart: Mall Cop 2,PG,31864,4.4,2015,94,30000000,107588225,1,0.4119113839728916
tt0117723,Spy Hard,PG-13,34605,5.4,1996,81,18000000,26960191,1,0.2522860144461942
tt0099487,Edward Scissorhands,PG-13,423192,7.9,1990,105,20000000,86024005,3,0.3550622412208068
tt3622592,Paper Towns,PG-13,89841,6.3,2015,109,12000000,85512300,2,0.4764094239708561
tt5164214,Ocean's Eight,PG-13,156590,6.2,2018,110,70000000,297718711,3,0.6016359529115101
tt0380389,Goal!,PG-13,57916,6.7,2005,118,10000000,27610873,NotAvailable,0.2348733534168058
tt0093300,Jaws: The Revenge,PG-13,38463,2.9,1987,89,23000000,51881013,3,0.30493327863036307
tt0290212,Full Frontal,R,9259,4.7,2002,101,2000000,3438804,NotAvailable,0.39186676846715335
tt2199571,Run All Night,R,95927,6.6,2015,114,50000000,71561644,1,0.3364499284543965
tt0453451,Mr. Bean's Holiday,G,108412,6.4,2007,90,25000000,229736344,NotAvailable,0.2897485939452055
tt1046997,Miracle at St. Anna,R,17318,6.1,2008,160,45000000,9323833,2,0.2945749468438077
tt1086772,Blended,PG-13,109486,6.5,2014,117,40000000,127994610,3,0.5383883667746513
tt0155267,The Thomas Crown Affair,R,82876,6.8,1999,113,48000000,124305181,1,0.32930249704918035
tt1434435,Mother's Day,R,15240,6.3,2010,112,11000000,863044,NotAvailable,0.3982427342864296
tt1131729,The Boat That Rocked,R,103905,7.4,2009,117,50000000,36348784,3,0.3321521162714286
tt0102719,Problem Child 2,PG-13,19696,4.9,1991,90,15000000,32704700,NotAvailable,0.34803674461768
tt0111143,The Shadow,PG-13,22049,6.1,1994,108,25000000,48063435,0,0.2352935602331606
tt0241303,Chocolat,PG-13,170689,7.2,2000,121,25000000,152699946,3,0.3622755814021572
tt0426931,August Rush,PG,100199,7.5,2007,114,30000000,66122026,NotAvailable,0.3899750303935927
tt2784678,Top Five,R,25025,6.4,2014,102,12000000,26117471,3,0.4988362932826638
tt0414387,Pride & Prejudice,PG,235987,7.8,2005,129,28000000,120191768,3,0.3945270940017399
tt1013753,Milk,R,158092,7.5,2008,128,20000000,54586584,1,0.3261991771998198
tt0232500,The Fast and the Furious,PG-13,327909,6.8,2001,106,38000000,207284863,1,0.2307064331383473
tt2582846,The Fault in Our Stars,PG-13,323112,7.7,2014,126,12000000,307166834,3,0.5204340552941177
tt0887912,The Hurt Locker,R,399952,7.6,2008,131,15000000,49230772,1,0.30064702278645833
tt0315733,21 Grams,R,215623,7.7,2003,124,20000000,60427839,3,0.3395336559560068
tt0112818,Dead Man Walking,R,84203,7.5,1995,122,11000000,39363635,3,0.35701312566473986
tt0116743,Kama Sutra: A Tale of Love,R,9499,6.0,1996,114,3000000,4109095,NotAvailable,0.3935280190419737
tt0409182,Poseidon,PG-13,93687,5.6,2006,98,160000000,181674817,2,0.31608976944385025
tt1972571,A Most Wanted Man,R,69009,6.8,2014,122,15000000,36233517,2,0.41250268990264793
tt1568139,Beat the World,PG-13,1805,4.5,2011,91,10000000,933540,NotAvailable,0.3444400818727915
tt0111742,Wolf,R,50047,6.2,1994,125,70000000,131002597,NotAvailable,0.2880101471745611
tt0118615,Anaconda,PG-13,89573,4.8,1997,89,45000000,136885767,NotAvailable,0.3220053481443299
tt5083738,The Favourite,R,137475,7.6,2018,119,15000000,95918706,3,0.5338581862858465
tt0092890,Dirty Dancing,PG-13,183010,7.0,1987,100,6000000,217688008,3,0.2743272233208191
tt0454945,She's the Man,PG-13,139319,6.3,2006,105,20000000,57194667,3,0.3876180910038611
tt0218967,The Family Man,PG-13,98401,6.8,2000,125,60000000,124745083,NotAvailable,0.27492051321342925
tt0448134,Sunshine,R,223602,7.2,2007,107,51005995,32017803,1,0.3149625700959233
tt0418689,Flags of Our Fathers,R,112862,7.1,2006,135,90000000,65900249,NotAvailable,0.24827017352655706
tt0935075,Rabbit Hole,PG-13,45817,7.0,2010,91,5000000,5132850,3,0.4144396690709996
tt0103924,Captain Ron,PG-13,19548,5.8,1992,90,24000000,22518097,NotAvailable,0.3116158270581002
tt0479537,Seraphim Falls,R,28137,6.7,2006,115,18000000,1220058,NotAvailable,0.19666574142857146
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,79204,6.0,2016,112,135000000,245623848,3,0.4191020180689655
tt0343135,Along Came Polly,PG-13,120346,5.9,2004,90,42000000,171171424,NotAvailable,0.3229121893235482
tt0427229,Failure to Launch,PG-13,68768,5.6,2006,97,50000000,128402901,NotAvailable,0.35418643808114403
tt1972591,King Arthur: Legend of the Sword,PG-13,175492,6.7,2017,126,175000000,148675066,1,0.33387554378414097
tt0096446,Willow,PG,94905,7.3,1988,126,35000000,57269863,3,0.296313171321176
tt1767354,Odd Thomas,PG-13,44725,6.8,2013,97,27000000,1149267,3,0.37094584962536026
tt0331632,Scooby-Doo 2: Monsters Unleashed,PG,44877,5.0,2004,93,80000000,181216833,3,0.3718752919496856
tt2515034,The Gunman,R,36950,5.8,2015,115,40000000,24177137,1,0.3963874873174946
tt0842926,The Kids Are All Right,R,121820,7.0,2010,106,4000000,34758951,3,0.4486558529806714
tt0100168,Mo' Better Blues,R,10144,6.6,1990,130,10000000,16153593,NotAvailable,0.21258324437574788
tt0195714,Final Destination,R,216455,6.7,2000,98,23000000,112880294,1,0.3141437255963303
tt0790712,The Messenger,R,32847,7.1,2009,113,6500000,1521261,1,0.3042048058021285
tt1929263,Heaven Is for Real,PG,24668,5.8,2014,99,12000000,101332962,2,0.4854724896187683
tt6850820,Peppermint,R,42451,6.5,2018,101,25000000,53918723,NotAvailable,0.4518921116338028
tt0120323,A Thousand Acres,R,4866,6.1,1997,105,28000000,7936780,NotAvailable,0.39602093679487177
tt0116908,The Long Kiss Goodnight,R,68659,6.8,1996,121,65000000,89456761,3,0.333041883825794
tt1389072,Downsizing,R,83784,5.7,2017,135,68000000,55003890,1,0.4255515137051221
tt1464174,"Big Mommas: Like Father, Like Son",PG-13,24013,4.4,2011,107,32000000,82686066,NotAvailable,0.4369769606830835
tt1174732,An Education,PG-13,124393,7.3,2009,100,7500000,26096852,3,0.4477003983931263
tt0101889,The Fisher King,R,74855,7.5,1991,137,24000000,41895491,3,0.27550292277794697
tt0838283,Step Brothers,R,252705,6.9,2008,98,65000000,128107642,1,0.3423912738865177
tt2101570,In the Blood,R,10740,5.7,2014,108,10000000,594860,NotAvailable,0.43846593146853147
tt2771200,Beauty and the Beast,PG,249048,7.2,2017,129,160000000,1263521126,3,0.4478703260459089
tt0399146,A History of Violence,R,214149,7.4,2005,96,32000000,60740827,3,0.2758618903798671
tt1496025,Underworld Awakening,R,140367,6.4,2012,88,70000000,160112671,3,0.3476643863727121
tt1226273,Edge of Darkness,R,85976,6.6,2010,117,80000000,81124129,1,0.2755418135225749
tt0107943,The Remains of the Day,PG,59785,7.8,1993,134,15000000,23237911,1,0.22117764527439024
tt2557256,Gap tung kei hap,R,3174,4.8,2014,104,25792796,26007679,NotAvailable,0.4740399021871154
tt1196141,Diary of a Wimpy Kid,PG,39610,6.2,2010,94,15000000,75700498,3,0.3879634383513097
tt0103112,Toy Soldiers,R,18647,6.6,1991,111,10000000,15073942,0,0.23811633231522955
tt0454824,Flyboys,PG-13,39945,6.5,2006,140,60000000,17858059,NotAvailable,0.2172676812434326
tt0110771,The Paper,R,12254,6.6,1994,112,6000000,48424341,NotAvailable,0.3293584269417767
tt0112760,Cutthroat Island,PG-13,24699,5.7,1995,124,98000000,10017322,NotAvailable,0.2653448337554005
tt0165710,Detroit Rock City,R,33997,6.9,1999,95,34000000,4217115,NotAvailable,0.365062343380531
tt4701660,Mei ren yu,R,7606,6.2,2016,94,60720000,553810228,NotAvailable,0.4697506088771332
tt2015381,Guardians of the Galaxy,PG-13,982958,8.0,2014,121,170000000,772776600,3,0.3647434316291699
tt1010048,Slumdog Millionaire,R,760448,8.0,2008,120,15000000,377910544,1,0.30361883131419104
tt0468489,Half Nelson,R,81372,7.2,2006,106,700000,4660481,3,0.29030172339061466
tt1656186,Stolen,R,41772,5.5,2012,96,35000000,2106557,NotAvailable,0.308705269640592
tt0209144,Memento,R,1054344,8.4,2000,113,9000000,39723096,1,0.2495010543010753
tt1991245,Chernobyl Diaries,R,61766,5.0,2012,86,1000000,37157648,1,0.35041940175054703
tt0096969,Born on the Fourth of July,R,91684,7.2,1989,145,14000000,161001698,3,0.2490443171700163
tt1430615,Big Miracle,PG,17901,6.5,2012,107,40000000,24740061,3,0.3493139069445136
tt1374989,Pride and Prejudice and Zombies,PG-13,47755,5.8,2016,108,28000000,16405171,3,0.5072630941870392
tt0452702,Vacancy,R,90811,6.2,2007,85,19000000,35300645,0,0.2996568393660532
tt0097334,Farewell to the King,PG-13,2493,6.3,1989,117,20000000,2420917,NotAvailable,0.2422153936700767
tt2140379,Self/less,PG-13,83495,6.5,2015,117,26000000,30523226,1,0.3709469595518092
tt1899285,11 settembre 1683,R,1697,4.2,2012,114,15534302,497403,NotAvailable,0.2721980937785016
tt0480249,I Am Legend,PG-13,647312,7.2,2007,101,150000000,585349010,3,0.2918400478727445
tt1245526,RED,PG-13,275823,7.0,2010,111,58000000,199006387,2,0.3281166227732644
tt0128445,Rushmore,R,160067,7.7,1998,93,9000000,17195500,3,0.2632434164805504
tt1748197,Setup,R,19916,4.4,2011,85,20000000,2140476,NotAvailable,0.2468704409021601
tt0098180,Red Scorpion,R,7864,5.2,1988,105,16000000,4192440,NotAvailable,0.18860523308776425
tt3829266,The Predator,R,104310,5.4,2018,107,88000000,160542134,1,0.3905488340777917
tt2126235,Collide,PG-13,13842,5.7,2016,99,21500000,4811525,NotAvailable,0.3780667551134645
tt0115956,Courage Under Fire,R,47726,6.6,1996,116,46000000,100860818,NotAvailable,0.2140294501185897
tt0433386,The Grudge 2,PG-13,45185,5.0,2006,102,20000000,70711175,3,0.3977956928387097
tt0435623,Conversations with Other Women,R,11576,7.0,2005,84,450000,982814,0,0.4131229901996009
tt0105695,Unforgiven,R,350117,8.2,1992,130,14400000,159157447,3,0.19338909747460087
tt2950418,Greater,PG,3582,7.2,2016,130,9000000,2000093,NotAvailable,0.41342739812977103
tt0098621,The War of the Roses,R,45413,6.8,1989,116,26000000,160188546,NotAvailable,0.2882358404133485
tt2404463,The Heat,R,155865,6.6,2013,117,43000000,229930771,3,0.4958805140053895
tt6803212,Don't Let Go,R,1674,5.9,2019,103,5000000,5288011,NotAvailable,0.4207096142022941
tt0765010,Brothers,R,105270,7.1,2009,105,26000000,43318349,3,0.3675182610575067
tt0119229,Grosse Pointe Blank,R,83841,7.3,1997,107,15000000,28084357,3,0.2321656462204409
tt1586752,Machine Gun Preacher,R,60806,6.8,2011,129,30000000,3338690,NotAvailable,0.3270055578884462
tt4651520,Bad Moms,R,105128,6.2,2016,100,20000000,183936074,3,0.6816142320648061
tt0191754,28 Days,PG-13,41695,6.0,2000,103,43000000,62198945,3,0.4146695801017356
tt0311289,Holes,PG,71881,7.0,2003,117,20000000,71406573,2,0.3076442593736805
tt1532503,Beginners,R,84779,7.2,2010,105,3200000,14311701,1,0.3792014344664032
tt0111309,The Sum of Us,R,4871,7.3,1994,100,NotAvailable,766464,NotAvailable,0.19987338194627707
tt0396752,Nanny McPhee,PG,63233,6.5,2005,97,25000000,121500821,NotAvailable,0.3664546396765677
tt0090305,Weird Science,PG-13,74697,6.6,1985,94,7500000,38934048,3,0.30796391588654504
tt0109813,The Flintstones,PG,71718,4.9,1994,91,46000000,341631208,3,0.2976785462274619
tt0383010,The Three Stooges,PG,28911,5.0,2012,92,30000000,54819301,NotAvailable,0.3911791701249244
tt0266915,Rush Hour 2,PG-13,189335,6.6,2001,90,90000000,347325802,0,0.3121653006715829
